Name,Primary Category,Other Categories,Flags,Tags,Bulk,Grocery,manufacturer,Primary supplier,Cost,Price,Inventory
Grain Steeping Bags,Mash,[Muslin Bags],,,,,,LD Carlson,0.37,0.89,
24x36 in Fine Nylon Drawstring Bag,Mash,[BIAB],,,,,,Brewcraft,,,
Sparging Bag for 6.5 Gallon Buckets,Mash,[BIAB],,,,,,BSG,6.95,13.99,4
7 1/2 in Strainer,Mash,[Strainers],,,,,,BSG,,,
10” Stainless Steel Strainer,Mash,[Strainers],,,,,,LD Carlson,7.95,14.99,2
18 in Plastic Spoon,Mash,[Spoons],,,,,,Brewcraft,1.73,3.49,12
24 in Plastic Paddle,Mash,[Spoons],,,,,,Brewcraft,,,
24 in Stainless Spoon,Mash,[Spoons],,,,,,Brewcraft,,,
20 qt stainless Pot,Boil,[Kettles],,,,,,LD Carlson,14.99,20.99,2
32 qt stainless Pot,Boil,[Kettles],,,,,,LD Carlson,24.95,49.99,2
32 qt stainless with thermometer and ball valve,Boil,[Kettles],,,,,,LD Carlson,35.95,69.99,
12” Domed False Bottom,Boil,[Kettle Hardware],,,,,,BSG,,,
"Bazooka / Torpedo Filter, 12” x 1/2” NPT",Boil,[Kettle Hardware],,,,,,LD Carlson,3.95,9.99,4
"Stainless Steel Locknut, 0.5”",Boil,[Kettle Hardware],,,,,,BSG,1.30,2.99,
Stainless Steel Washer,Boil,[Kettle Hardware],,,,,,BSG,0.51,1.49,
Silicone Flat Gasket,Boil,[Kettle Hardware],,,,,,BSG,1.04,1.99,
Silicone O-Ring,Boil,[Kettle Hardware],,,,,,BSG,0.32,1.49,
Weldless Kit,,,,,,,,BSG,2.51,4.99,
1/2 in Full Port Ball Valve with Female Weldless Bulkhead,Boil,[Kettle Hardware],,,,,,BSG,18.10,34.99,
1/2 in Full Port Ball Valve with Cooler Bulkhead (For Water Cooler Conversion),Boil,[Kettle Hardware],,,,,,BSG,18.75,34.99,
1/2 in NPT to 1/2 in Barb,Boil,[Kettle Hardware],,,,,,BSG,2.19,4.99,
1/2 in NPT to 3/8 in  Barb,Boil,[Kettle Hardware],,,,,,BSG,2.42,4.99,
Bayou Classic Outdoor Stove,Boil,[Kettle Hardware],Hidden,,,,,Brewcraft,,,
Bayou Classic Banjo KAB4,Boil,[Burners and Elements],Hidden,,,,,Brewcraft,,,
HotRod Heat Stick / Foxx Equipment 11 1/2 in Brew Heater,Boil,[Burners and Elements],Hidden,,,,,,,,
18 in  Plastic Spoon,Boil,[Spoons],,,,,,BSG,1.73,3.49,
25 ft  Copper Immersion Chiller,Boil,[Wort Chilers],,,,,,LD Carlson,46.95,94.99,2
50 ft  Copper Immersion Chiller,Boil,[Wort Chilers],,,,,,LD Carlson,79.95,149.99,1
3/8 in x 30 in Stainless racking cane,Transfer,[Racking Crane],,,,,,LD Carlson,7.25,14.99,4
True Brew 3/8” Auto-siphon,Transfer,[Autosiphons],,,,,,BSG,5.18,10.99,5
True Brew 1/2 in  Auto siphon,Transfer,[Autosiphons],,,,,,BSG,7.25,14.99,5
True Brew mini 3/8 in Auto siphon,Transfer,[Autosiphons],Hidden,,,,,BSG,,,
"5/16” Vinyl Tubing, 1 ft",Transfer,[Tubing],,,,,,LD Carlson,,,
"1/2” Vinyl Tubing, 1 ft",Transfer,[Tubing],,,,,,LD Carlson,0.19,0.49,
"1” Vinyl Tubing, 1 ft",Transfer,[Tubing],,,,,,LD Carlson,0.75,1.49,50
"1/2 in High Temp Silicone, 1 ft",Transfer,[Tubing],,,,,,LD Carlson,,,
Siphon Stem Holder,Transfer,[Accessories],,,,,,BSG,0.37,0.99,
Plastic Tubing Clamp,Transfer,[Accessories],,,,,,BSG,0.23,0.49,5
"Plastic Tubing Clamp, XL",Transfer,[Accessories],,,,,,BSG,0.88,1.99,5
6.5 Gallon Bucket,Ferment,[Buckets and Lids],,,,,,BSG,7.44,12.99,10
"6.5 Gallon Bucket, Ported",Ferment,[Buckets and Lids],,,,,,BSG,7.49,12.99,10
6.5 Gallon Bucket Lid,Ferment,[Buckets and Lids],,,,,,BSG,1.54,2.99,10
"6.5 Gallon Bucket Lid, Drilled and Grommeted",Ferment,[Buckets and Lids],,,,,,BSG,1.73,3.49,10
Bottling Spigot,,,,,,,,BSG,1.32,2.49,10
PET Carboys 3 Gallon,Ferment,[Plastic Carboys],,,,,,Brewcraft,,,
PET Carboys 5 Gallon,Ferment,[Plastic Carboys],,,,,,Brewcraft,,,
PET Carboys 6 Gallon,Ferment,[Plastic Carboys],,,,,,Brewcraft,,,
Glass Carboys 3 Gallon,Ferment,[Glass Carboys],,,,,,LD Carlson,16.99,33.99,2
Glass Carboys 5 Gallon,Ferment,[Glass Carboys],,,,,,LD Carlson,21.99,43.99,1
Glass Carboys 6 Gallon,Ferment,[Glass Carboys],,,,,,LD Carlson,25.50,49.99,2
Glass Carboys 6.5 Gallon,Ferment,[Glass Carboys],,,,,,LD Carlson,27.75,54.99,2
3 Piece Airlock,Ferment,[Stoppers and Airlocks],,,,,,BSG,0.37,0.99,
Buon Vino Intermediate? Solid,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Buon Vino Intermediate? Drilled,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Buon Vino Small? Solid,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Buon Vino Small? Drilled,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Rubber Stoppers #6 solid,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Rubber Stopper #6 1/2 solid,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Rubber Stopper #7 solid,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Rubber Stopper #10 solid,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Rubber Stopper #10 1/2 solid,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Rubber Stoppers #6 drilled,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Rubber Stopper #6 1/2 drilled,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Rubber Stopper #7 drilled,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Rubber Stopper #10 drilled,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Rubber Stopper #10 1/2 drilled,Ferment,[Stoppers and Airlocks],,,,,,Brewcraft,,,
Stir Starter Stir Plate,Ferment,[Yeast Culturing],Hidden,,,,,,,,
2000 ml Flask,Ferment,[Yeast Culturing],,,,,,Foxx,,,
Stirbars 25 mm/1 in,Ferment,[Yeast Culturing],,,,,,Foxx,,,
Foam Stopper,Ferment,[Yeast Culturing],Hidden,,,,,,,,
Pail Opening Tool,Ferment,[Accessories],,,,,,BSG,3.95,7.99,
grommets? small,Ferment,[Accessories],,,,,,BSG,0.21,0.49,
grommets? large,Ferment,[Accessories],,,,,,BSG,0.21,0.59,
Carboy Carrier Brewhauler,Ferment,[Accessories],,,,,,LD Carlson,7.75,15.99,
Carboy handle? 3-6 Gallon,Ferment,[Accessories],,,,,,BSG,3.79,7.99,
Carboy Handle? 6.5 Gallon,Ferment,[Accessories],,,,,,BSG,4.08,8.49,
Carboy Cap? 5-6 Gallon,Ferment,[Accessories],,,,,,Brewcraft,,,
Carboy Cap? 6.5 Gallon,Ferment,[Accessories],Hidden,,,,,,,,
Glass thermometer,Test,[Temperature],,,,,,Brewcraft,1.75,3.99,
Adhesive Thermometer,Test,[Temperature],,,,,,Brewcraft,1.28,2.49,
Dial Thermometer,Test,[Temperature],,,,,,Brewcraft,7.95,17.99,
Floating Thermometer,Test,[Temperature],,,,,,Brewcraft,3.69,7.49,
Triple Scale Hydometer,Test,[Gravity],,,,,,Brewcraft,2.75,5.49,
Precision Hydrometer (.980 - 1.020),Test,[Gravity],,,,,,Brewcraft,11,21.99,
Refractometer,Test,[Gravity],,,,,,Brewcraft,38,75.99,
10 in Plastic Test Jar,Test,[Gravity],,,,,,Brewcraft,2.75,5.99,
Wine pH Strips,Test,[ph],,,,,,Brewcraft,3.79,7.99,
Beer pH Strips,Test,[ph],,,,,,Brewcraft,3.65,7.99,
Glass Wine thief,Test,[Thieves],,,,,,Brewcraft,2.95,5.99,
Stainless Steel Sampler (baster),Test,[Thieves],,,,,,Brewcraft,4.39,7.49,
12 oz Brown Bottles,Bottle,[Beer Bottles],,,,,,LD Carlson,6.99,13.99,
22 oz Brown Bombers,Bottle,[Beer Bottles],,,,,,Brewcraft,,,12
16 oz Amber E-Z Cap,Bottle,[Beer Bottles],,,,,,Brewcraft,,,
32 oz Amber E-Z Cap,Bottle,[Beer Bottles],Hidden,,,,,Brewcraft,,,
Belgian 750 ml,Bottle,[Beer Bottles],Hidden,,,,,Brewcraft,,,
Amber 750ml Champagne Bottle? cap or cork,Bottle,[Beer Bottles],Hidden,,,,,Brewcraft,,,
750 ml Green Bordeaux,Bottle,[Wine Bottles],Hidden,,,,,Brewcraft,,,
750 ml Clear Bordeaux,Bottle,[Wine Bottles],Hidden,,,,,Brewcraft,,,
750 ml Green Burgundy,Bottle,[Wine Bottles],Hidden,,,,,Brewcraft,,,
"750 ml Clear Bordeaux, Screw-Top",Bottle,[Wine Bottles],Hidden,,,,,LD Carlson,9.99,19.99,1
1 Gallon Jug,Bottle,[Jugs and Growlers],,,,,,Brewcraft,,,
64 oz Growler,Bottle,[Jugs and Growlers],,,,,,Brewcraft,,,
Crown Caps - Red Oxygen Absorbing Crowns? Bulk — packed in 60 ct,Bottle,[Caps? Corks and Seals? Crown Caps],,,,,,BSG,1.91,3.99,
"Crown Caps, Oxygen Absorbing - Black 144c",Bottle,[Caps? Corks and Seals? Crown Caps],,,,,,BSG,1.91,3.99,
"Crown Caps, Oxygen Absorbing - Green 144ct",Bottle,[Caps? Corks and Seals? Crown Caps],,,,,,BSG,1.91,3.99,
"Crown Caps, Oxygen Absorbing - Orange 144ct",Bottle,[Caps? Corks and Seals? Crown Caps],,,,,,BSG,1.91,3.99,
"Crown Caps, Oxygen Absorbing - Red  144ct",Bottle,[Caps? Corks and Seals? Crown Caps],,,,,,BSG,1.91,3.99,
"Crown Caps, Oxygen Absorbing - White  144ct",Bottle,[Caps? Corks and Seals? Crown Caps],,,,,,BSG,1.91,3.99,
Beer Cork 44 × 25.5 mm (Belgian and Champagne Bottles),Bottle,[Caps? Corks and Seals? Corks],Hidden,,,,,Brewcraft,,,
#8 Agglomerated Corks,Bottle,[Caps? Corks and Seals? Corks],Hidden,,,,,Brewcraft,,,
#9 Agglomerated Corks,Bottle,[Caps? Corks and Seals? Corks],Hidden,,,,,Brewcraft,,,
#9 Natural Corks,Bottle,[Caps? Corks and Seals? Corks],Hidden,,,,,Brewcraft,,,
"38mm Metal Screw Caps, each",Bottle,[Caps? Corks and Seals? Screw Tops],,,,,,BSG,0.14,0.39,
"38mm Polyseal Cap, each",Bottle,[Caps? Corks and Seals? Screw Tops],,,,,,BSG,0.34,0.69,
"28mm Metal Screw Caps, each",Bottle,[Caps? Corks and Seals? Screw Tops],,,,,,LD Carlson,0.09,0.29,
"28mm Polyseal Caps (screw-top wine bottles), each",Bottle,[Caps? Corks and Seals? Screw Tops],,,,,,BSG,0.20,0.49,
Hooded Wires Cages for Belgian Beer Bottles,Bottle,[Caps? Corks and Seals? Bottle Decoration],Hidden,,,,,Brewcraft,,,
Belgian Wire Twister (BrewCraft),Bottle,[Caps? Corks and Seals? Bottle Decoration],Hidden,,,,,Brewcraft,,,
Wine Bottle Hoods - Black,Bottle,[Caps? Corks and Seals? Bottle Decoration],Hidden,,,,,BSG,,,
Wine Bottle Hoods - Red,Bottle,[Caps? Corks and Seals? Bottle Decoration],Hidden,,,,,BSG,,,
Wine Bottle Hoods - Burgundy,Bottle,[Caps? Corks and Seals? Bottle Decoration],Hidden,,,,,BSG,,,
Wine Bottle Hoods - Gold,Bottle,[Caps? Corks and Seals? Bottle Decoration],Hidden,,,,,BSG,,,
Gold Champagne Foil,Bottle,[Caps? Corks and Seals? Bottle Decoration],Hidden,,,,,BSG,,,
Wax - Red,Bottle,[Caps? Corks and Seals? Bottle Decoration],Hidden,,,,,Brewcraft,,,
Wax - Black,Bottle,[Caps? Corks and Seals? Bottle Decoration],Hidden,,,,,Brewcraft,,,
Wing Capper,Bottle,[Cappers and Corkers ],,,,,,Brewcraft,,,
Super Bench Capper,Bottle,[Cappers and Corkers ],Hidden,,,,,Brewcraft,,,
Double Lever Corker ,Bottle,[Cappers and Corkers ],Hidden,,,,,Brewcraft,,,
Floor Corker,Bottle,[Cappers and Corkers ],,,,,,BSG,35.75,69.99,1
FastRack Beer Bottle Racks,Bottle,[Racks],Hidden,,,,,Brewcraft,,,
FastRack Beer Bottle Trays ,Bottle,[Racks],Hidden,,,,,Brewcraft,,,
TrueBrew 3/8 in  Bottle Filler,Bottle,[Bottle Filters],,,,,,BSG,1.23,2.49,
TrueBrew 1/2 in Bottle Filler,Bottle,[Bottle Filters],,,,,,BSG,2.29,4.99,
"Gas Disconnect, 1/4 in Barb",Keg,[Kegs? Ball Lock Disconnects],,,,,,Brewcraft,3.75,5.99,
"Gas Disconnect, 1/4 in MFL",Keg,[Kegs? Ball Lock Disconnects],,,,,,Brewcraft,3.80,5.99,
Gas Disconnect w/Check Valve? 1/4 in MFL,Keg,[Kegs? Ball Lock Disconnects],Hidden,,,,,,,,
"Liquid Disconnect, 1/4 in Barb",Keg,[Kegs? Ball Lock Disconnects],,,,,,Brewcraft,3.75,5.99,
"Liquid Disconnect, 1/4 in MFL ",Keg,[Kegs? Ball Lock Disconnects],,,,,,Brewcraft,3.65,5.99,
Sanke to Ball Lock Adaptor? Gas,Keg,[Kegs? Ball Lock Disconnects],Hidden,,,,,,,,
Sanke to Ball Lock Adaptor? Liquid,Keg,[Kegs? Ball Lock Disconnects],Hidden,,,,,,,,
Swivel Nut? 1/4 in MFL x 1/4 in Barb,Keg,[Kegs? Ball Lock Disconnects],,,,,,Foxx,,,
Swivel Nut? 1/4 in MFL x 5/16 in Barb,Keg,[Kegs? Ball Lock Disconnects],,,,,,Foxx,,,
Swivel Nut? 1/4 in MFL x 3/8 in Barb,Keg,[Kegs? Ball Lock Disconnects],,,,,,,,,
Flare Washer? 1/4 in,Keg,[Kegs? Ball Lock Disconnects],,,,,,Foxx,,,
C02 Tanks - 5lb? New,Keg,[Gas],Hidden,,,,,,,,
C02 Tanks - 5lb? Gnome Brew Swap Tanks,Keg,[Gas],Hidden,,,,,,,,
"C02 Tanks - 16g cartridge, each",Keg,[Gas],,,,,,BSG,1.14,2.49,
Economy CO2 Regulator w/ 5/16 in Barb Shutoffs? 60# & 2000# Gauges ,Keg,[Gas? Regulators],,,,,,Brewcraft,29,49.99,1
Taprite CO2 Regulator w/ 5/16 in Barb Shutoffs? 60# & 2000# Gauges,Keg,[Gas? Regulators],,,,,,Brewcraft,41,69.99,1
Double Taprite CO2 Regulator w/ 5/16 in Barb Shutoffs? 2 x 60# & 2000# Gauges,Keg,[Gas? Regulators],Hidden,,,,,,,,
2-Way 5/16 in Chrome Plated Brass Air Distributor (Foxx),Keg,[Gas? Distributors],Hidden,,,,,Brewcraft,,,
3-Way 5/16 in Chrome Plated Brass Air Distributor (Foxx),Keg,[Gas? Distributors],Hidden,,,,,Brewcraft,,,
4-Way 5/16 in Chrome Plated Brass Air Distributor (Foxx),Keg,[Gas? Distributors],,,,,,Brewcraft,,,
CarbaCap,Keg,[Gas],,,,,,BSG,9.55,19.99,
Handheld Charger,Keg,[Gas],,,,,,BSG,12.25,24.99,
Picnic Tap,Keg,[Dispensing? Faucet and Handles],,,,,,Brewcraft,4.39,7.99,6
Chrome Plated Faucet,Keg,[Dispensing? Faucet and Handles],,,,,,Brewcraft,12.50,19.99,
Perlick 630SS,Keg,[Dispensing? Faucet and Handles],Hidden,,,,,,,,
Black Faucet Knob,Keg,[Dispensing? Faucet and Handles],,,,,,Brewcraft,1.5,2.99,6
Chrome Plated Faucet Knob,Keg,[Dispensing? Faucet and Handles],Hidden,,,,,,,,
Faucet Washer (Foxx SKU: 12B03-173),Keg,[Dispensing? Faucet and Handles],,,,,,Foxx,,,
Tower? 1 Faucet? Chrome,Keg,[Dispensing? Towers and Shanks],Hidden,,,,,,,,
Tower? 2 Faucet? Chrome,Keg,[Dispensing? Towers and Shanks],Hidden,,,,,,,,
4 in SS Shank,Keg,[Dispensing? Towers and Shanks],,,,,,Brewcraft,13.75,24.99,2
5 in SS Shank,Keg,[Dispensing? Towers and Shanks],,,,,,Brewcraft,15,29.99,2
3/16 in SS Barbed Tailpiece,Keg,[Dispensing? Towers and Shanks],,,,,,Brewcraft,0.75,2.99,
1/4 in SS Barbed Tailpiece,Keg,[Dispensing? Towers and Shanks],,,,,,Brewcraft,0.69,2.49,
1/4 in SS MFL Tailpiece (use with 1/4 MFL x 1/4 barb),Keg,[Dispensing? Towers and Shanks],,,,,,Foxx,,,
Beer Hex Nut,Keg,[Dispensing? Towers and Shanks],,,,,,Brewcraft,0.95,1.99,
Neoprene Beer Washer,Keg,[Dispensing? Towers and Shanks],,,,,,Foxx,,,
Faucet Adaptor? 1/4in FFL x Faucet,Keg,[Dispensing],Hidden,,,,,,,,
"3/16 in ID Clear tubing (beer line), 1 ft",Keg,[Dispensing? Beer and Gas Line],,,,,,Brewcraft,0.35,0.69,100
"5/16 in ID Red Tubing (gas line), 1 ft",Keg,[Dispensing? Beer and Gas Line],,,,,,Brewcraft,0.84,0.99,25
Butterfly Screw Clamp 3/4 in (Green),Keg,[Hardware & Misc? Clamps],,,,,,Brewcraft,0.66,1.49,
Butterfly Screw Clamp 5/8 in (Orange),Keg,[Hardware & Misc? Clamps],,,,,,Brewcraft,0.54,1.29,
Butterfly Screw Clamp 1/2 in (Blue),Keg,[Hardware & Misc? Clamps],,,,,,Brewcraft,0.47,0.99,
Worm-gear Clamp 5/8 in,Keg,[Hardware & Misc? Clamps],,,,,,Foxx,,,
Worm-gear Clamp 7/8 in,Keg,[Hardware & Misc? Clamps],,,,,,Foxx,,,
Oetiker Stepless Clamp 13.3mm (1/2 in),Keg,[Hardware & Misc? Clamps],,,,,,Foxx,,,
Oetiker Stepless Clamp 15.7mm (5/8 in),Keg,[Hardware & Misc? Clamps],,,,,,FOxx,,,
Liquid Post,Keg,[Hardware & Misc? Keg Parts],Hidden,,,,,Foxx,,,
Gas Post,Keg,[Hardware & Misc? Keg Parts],Hidden,,,,,Foxx,,,
"Manual relief valve, Poppit Assembly",Keg,[Hardware & Misc? Keg Parts],,,,,,Brewcraft,4.5,8.99,
Tank Closure O-Ring,Keg,[Hardware & Misc? Keg Parts],,,,,,Brewcraft,1.55,2.99,
Dip Tube O-Ring ,Keg,[Hardware & Misc? Keg Parts],,,,,,Brewcraft,0.48,0.99,
Ball Lock O-Ring Set,Keg,[Hardware & Misc? Keg Parts],,,,,,Foxx,,,
Liquid Dip Tube? 5 Gallon,Keg,[Hardware & Misc? Keg Parts],Hidden,,,,,,,,
Liquid Dip Tube? 3 Gallon,Keg,[Hardware & Misc? Keg Parts],Hidden,,,,,,,,
Gas Dip Tube (Fits 5 & 3 Gallon),Keg,[Hardware & Misc? Keg Parts],Hidden,,,,,,,,
Ball lock plug O-Ring? Red,Keg,[Hardware & Misc? Keg Parts],Hidden,,,,,,,,
Ball Lock plug O-Ring? Yiellow,Keg,[Hardware & Misc? Keg Parts],Hidden,,,,,,,,
Ball Lock plug O-Ring? Back,Keg,[Hardware & Misc? Keg Parts],Hidden,,,,,,,,
Offset CO2 Wrench,Keg,[Hardware & Misc? Tools],,,,,,Foxx,,,
Faucet wrench,Keg,[Hardware & Misc? Tools],,,,,,Foxx,,,
Clamp pincers,Keg,[Hardware & Misc? Tools],,,,,,Foxx,,,
Lubricant,Keg,[Hardware & Misc],,,,,,Foxx,,,
Teflon tape,Keg,[Hardware & Misc],,,,,,Foxx,,,
Nylon CO2 regulator washers,Keg,[Hardware & Misc],,,,,,Foxx,,,
